Fiscal_Year,Province_Territory,Age_Group,Sex,Number_of_Discharges,Total_Length_of_Stay_Days,Average_Length_of_Stay_Days
2012–2013,Manitoba,40–44,Female,2738.0,14876.0,5.4
2012–2013,Manitoba,40–44,Male,1801.0,14919.0,8.3
2012–2013,Manitoba,45–49,All,5151.0,36436.0,7.1
2012–2013,Manitoba,45–49,Female,2738.0,17771.0,6.5
2012–2013,Manitoba,45–49,Male,2413.0,18665.0,7.7
2012–2013,Manitoba,50–54,All,6401.0,48721.0,7.6
2012–2013,Manitoba,50–54,Female,3144.0,22483.0,7.2
2012–2013,Manitoba,50–54,Male,3257.0,26238.0,8.1
2012–2013,Manitoba,55–59,All,7294.0,62425.0,8.6
2012–2013,Manitoba,55–59,Female,3594.0,30565.0,8.5
2012–2013,Manitoba,55–59,Male,3700.0,31860.0,8.6
2012–2013,Manitoba,60–64,All,8010.0,76223.0,9.5
2012–2013,Manitoba,60–64,Female,3769.0,37696.0,10.0
2012–2013,Manitoba,60–64,Male,4241.0,38527.0,9.1
2012–2013,Manitoba,65–69,All,8007.0,81927.0,10.2
2012–2013,Manitoba,65–69,Female,3631.0,38352.0,10.6
2012–2013,Manitoba,65–69,Male,4376.0,43575.0,10.0
2012–2013,Manitoba,70–74,All,7722.0,88592.0,11.5
2012–2013,Manitoba,70–74,Female,3694.0,42737.0,11.6
2012–2013,Manitoba,70–74,Male,4028.0,45855.0,11.4
2012–2013,Manitoba,75–79,All,7853.0,113622.0,14.5
2012–2013,Manitoba,75–79,Female,3770.0,53163.0,14.1
2012–2013,Manitoba,75–79,Male,4083.0,60459.0,14.8
2012–2013,Manitoba,80–84,All,7940.0,142202.0,17.9
2012–2013,Manitoba,80–84,Female,4163.0,76782.0,18.4
2012–2013,Manitoba,80–84,Male,3777.0,65420.0,17.3
2012–2013,Manitoba,85–89,All,6583.0,134856.0,20.5
2012–2013,Manitoba,85–89,Female,3860.0,79265.0,20.5
2012–2013,Manitoba,85–89,Male,2723.0,55591.0,20.4
2012–2013,Manitoba,90+,All,4664.0,112999.0,24.2
2012–2013,Manitoba,90+,Female,3063.0,79418.0,25.9
2012–2013,Manitoba,90+,Male,1601.0,33581.0,21.0
2012–2013,Manitoba,All,All,115648.0,1097538.0,9.5
2012–2013,Manitoba,All,Female,69068.0,596278.0,8.6
2012–2013,Manitoba,All,Male,46580.0,501255.0,10.8
2012–2013,Saskatchewan,00<01,All,3048.0,14651.0,4.8
2012–2013,Saskatchewan,00<01,Female,1292.0,6918.0,5.4
2012–2013,Saskatchewan,00<01,Male,1756.0,7733.0,4.4
2012–2013,Saskatchewan,01–04,All,3029.0,8921.0,2.9
2012–2013,Saskatchewan,01–04,Female,1369.0,3928.0,2.9
2012–2013,Saskatchewan,01–04,Male,1660.0,4993.0,3.0
2012–2013,Saskatchewan,05–09,All,1607.0,4349.0,2.7
2012–2013,Saskatchewan,05–09,Female,701.0,2005.0,2.9
2012–2013,Saskatchewan,05–09,Male,906.0,2344.0,2.6
2012–2013,Saskatchewan,10–14,All,1794.0,7416.0,4.1
2012–2013,Saskatchewan,10–14,Female,926.0,4214.0,4.6
2012–2013,Saskatchewan,10–14,Male,868.0,3202.0,3.7
2012–2013,Saskatchewan,15–19,All,4295.0,19401.0,4.5
2012–2013,Saskatchewan,15–19,Female,2910.0,11881.0,4.1
2012–2013,Saskatchewan,15–19,Male,1385.0,7520.0,5.4
2012–2013,Saskatchewan,20–24,All,6712.0,27077.0,4.0
2012–2013,Saskatchewan,20–24,Female,5191.0,17441.0,3.4
2012–2013,Saskatchewan,20–24,Male,1521.0,9636.0,6.3
2012–2013,Saskatchewan,25–29,All,8980.0,32748.0,3.6
2012–2013,Saskatchewan,25–29,Female,7492.0,22873.0,3.1
2012–2013,Saskatchewan,25–29,Male,1488.0,9875.0,6.6
2012–2013,Saskatchewan,30–34,All,7901.0,28962.0,3.7
2012–2013,Saskatchewan,30–34,Female,6477.0,20676.0,3.2
2012–2013,Saskatchewan,30–34,Male,1424.0,8286.0,5.8
2012–2013,Saskatchewan,35–39,All,5351.0,24195.0,4.5
2012–2013,Saskatchewan,35–39,Female,3776.0,14990.0,4.0
2012–2013,Saskatchewan,35–39,Male,1575.0,9205.0,5.8
2012–2013,Saskatchewan,40–44,All,4551.0,27597.0,6.1
2012–2013,Saskatchewan,40–44,Female,2662.0,14433.0,5.4
2012–2013,Saskatchewan,40–44,Male,1889.0,13164.0,7.0
2012–2013,Saskatchewan,45–49,All,5253.0,32611.0,6.2
2012–2013,Saskatchewan,45–49,Female,2778.0,16128.0,5.8
2012–2013,Saskatchewan,45–49,Male,2475.0,16483.0,6.7
2012–2013,Saskatchewan,50–54,All,6555.0,42375.0,6.5
2012–2013,Saskatchewan,50–54,Female,3262.0,20358.0,6.2
2012–2013,Saskatchewan,50–54,Male,3293.0,22017.0,6.7
2012–2013,Saskatchewan,55–59,All,7147.0,52007.0,7.3
2012–2013,Saskatchewan,55–59,Female,3388.0,25695.0,7.6
2012–2013,Saskatchewan,55–59,Male,3759.0,26312.0,7.0
2012–2013,Saskatchewan,60–64,All,7714.0,58227.0,7.5
2012–2013,Saskatchewan,60–64,Female,3662.0,27425.0,7.5
2012–2013,Saskatchewan,60–64,Male,4052.0,30802.0,7.6
2012–2013,Saskatchewan,65–69,All,7989.0,60930.0,7.6
2012–2013,Saskatchewan,65–69,Female,3765.0,28703.0,7.6
2012–2013,Saskatchewan,65–69,Male,4224.0,32227.0,7.6
2012–2013,Saskatchewan,70–74,All,8221.0,70196.0,8.5
2012–2013,Saskatchewan,70–74,Female,4021.0,33388.0,8.3
2012–2013,Saskatchewan,70–74,Male,4200.0,36808.0,8.8
2012–2013,Saskatchewan,75–79,All,8897.0,80252.0,9.0
2012–2013,Saskatchewan,75–79,Female,4342.0,38817.0,8.9
2012–2013,Saskatchewan,75–79,Male,4555.0,41435.0,9.1
2012–2013,Saskatchewan,80–84,All,9411.0,95040.0,10.1
2012–2013,Saskatchewan,80–84,Female,4882.0,48445.0,9.9
2012–2013,Saskatchewan,80–84,Male,4529.0,46595.0,10.3
2012–2013,Saskatchewan,85–89,All,7886.0,83555.0,10.6
2012–2013,Saskatchewan,85–89,Female,4491.0,48427.0,10.8
2012–2013,Saskatchewan,85–89,Male,3395.0,35128.0,10.3
2012–2013,Saskatchewan,90+,All,5682.0,68226.0,12.0
2012–2013,Saskatchewan,90+,Female,3771.0,45468.0,12.1
2012–2013,Saskatchewan,90+,Male,1911.0,22758.0,11.9
2012–2013,Saskatchewan,All,All,122023.0,838736.0,6.9
2012–2013,Saskatchewan,All,Female,71158.0,452213.0,6.4
2012–2013,Saskatchewan,All,Male,50865.0,386523.0,7.6
2012–2013,Alberta,00<01,All,8878.0,66757.0,7.5
2012–2013,Alberta,00<01,Female,3903.0,28812.0,7.4
2012–2013,Alberta,00<01,Male,4975.0,37943.0,7.6
2012–2013,Alberta,01–04,All,6884.0,25456.0,3.7
2012–2013,Alberta,01–04,Female,3063.0,12865.0,4.2
2012–2013,Alberta,01–04,Male,3821.0,12591.0,3.3
2012–2013,Alberta,05–09,All,4162.0,15177.0,3.6
2012–2013,Alberta,05–09,Female,1892.0,6828.0,3.6
2012–2013,Alberta,05–09,Male,2270.0,8348.0,3.7
2012–2013,Alberta,10–14,All,4760.0,23119.0,4.9
2012–2013,Alberta,10–14,Female,2288.0,12096.0,5.3
2012–2013,Alberta,10–14,Male,2472.0,11023.0,4.5
2012–2013,Alberta,15–19,All,10547.0,52996.0,5.0
2012–2013,Alberta,15–19,Female,6445.0,28909.0,4.5
2012–2013,Alberta,15–19,Male,4102.0,24087.0,5.9
2012–2013,Alberta,20–24,All,17641.0,68689.0,3.9
2012–2013,Alberta,20–24,Female,13187.0,38801.0,2.9
2012–2013,Alberta,20–24,Male,4454.0,29888.0,6.7
2012–2013,Alberta,25–29,All,27991.0,92218.0,3.3
2012–2013,Alberta,25–29,Female,23191.0,62118.0,2.7
2012–2013,Alberta,25–29,Male,4800.0,30100.0,6.3
2012–2013,Alberta,30–34,All,28944.0,101327.0,3.5
2012–2013,Alberta,30–34,Female,24109.0,70951.0,2.9
2012–2013,Alberta,30–34,Male,4835.0,30376.0,6.3
2012–2013,Alberta,35–39,All,19646.0,81196.0,4.1
2012–2013,Alberta,35–39,Female,14513.0,50922.0,3.5
2012–2013,Alberta,35–39,Male,5133.0,30274.0,5.9
2012–2013,Alberta,40–44,All,14955.0,87070.0,5.8
2012–2013,Alberta,40–44,Female,8884.0,45615.0,5.1
2012–2013,Alberta,40–44,Male,6071.0,41455.0,6.8
2012–2013,Alberta,45–49,All,16496.0,110968.0,6.7
2012–2013,Alberta,45–49,Female,8685.0,53086.0,6.1
2012–2013,Alberta,45–49,Male,7811.0,57881.0,7.4
2012–2013,Alberta,50–54,All,19921.0,139211.0,7.0
2012–2013,Alberta,50–54,Female,9853.0,67589.0,6.9
2012–2013,Alberta,50–54,Male,10068.0,71622.0,7.1
2012–2013,Alberta,55–59,All,22273.0,176772.0,7.9
2012–2013,Alberta,55–59,Female,10293.0,77279.0,7.5
2012–2013,Alberta,55–59,Male,11980.0,99493.0,8.3
2012–2013,Alberta,60–64,All,22009.0,184705.0,8.4
2012–2013,Alberta,60–64,Female,10133.0,85303.0,8.4
2012–2013,Alberta,60–64,Male,11876.0,99402.0,8.4
2012–2013,Alberta,65–69,All,21947.0,190604.0,8.7
2012–2013,Alberta,65–69,Female,10058.0,85505.0,8.5
2012–2013,Alberta,65–69,Male,11889.0,105099.0,8.8
2012–2013,Alberta,70–74,All,20528.0,198210.0,9.7
2012–2013,Alberta,70–74,Female,9695.0,97241.0,10.0
2012–2013,Alberta,70–74,Male,10833.0,100969.0,9.3
2012–2013,Alberta,75–79,All,20475.0,230052.0,11.2
2012–2013,Alberta,75–79,Female,9906.0,113413.0,11.4
2012–2013,Alberta,75–79,Male,10569.0,116639.0,11.0
2012–2013,Alberta,80–84,All,20339.0,270027.0,13.3
2012–2013,Alberta,80–84,Female,10557.0,143260.0,13.6
2012–2013,Alberta,80–84,Male,9782.0,126767.0,13.0
2012–2013,Alberta,85–89,All,15514.0,231035.0,14.9
2012–2013,Alberta,85–89,Female,8919.0,136292.0,15.3
2012–2013,Alberta,85–89,Male,6595.0,94743.0,14.4
2012–2013,Alberta,90+,All,10083.0,165896.0,16.5
2012–2013,Alberta,90+,Female,6806.0,114334.0,16.8
2012–2013,Alberta,90+,Male,3277.0,51562.0,15.7
2012–2013,Alberta,All,All,333993.0,2511485.0,7.5
2012–2013,Alberta,All,Female,196380.0,1331219.0,6.8
2012–2013,Alberta,All,Male,137613.0,1180262.0,8.6
2012–2013,British Columbia,00<01,All,6384.0,39581.0,6.2
2012–2013,British Columbia,00<01,Female,2767.0,16844.0,6.1
2012–2013,British Columbia,00<01,Male,3617.0,22736.0,6.3
2012–2013,British Columbia,01–04,All,5336.0,15973.0,3.0
2012–2013,British Columbia,01–04,Female,2316.0,7639.0,3.3
2012–2013,British Columbia,01–04,Male,3020.0,8332.0,2.8
2012–2013,British Columbia,05–09,All,3732.0,12766.0,3.4
2012–2013,British Columbia,05–09,Female,1639.0,5340.0,3.3
2012–2013,British Columbia,05–09,Male,2093.0,7424.0,3.5
2012–2013,British Columbia,10–14,All,4290.0,23157.0,5.4
2012–2013,British Columbia,10–14,Female,2129.0,12379.0,5.8
2012–2013,British Columbia,10–14,Male,2161.0,10778.0,5.0
2012–2013,British Columbia,15–19,All,9579.0,53092.0,5.5
2012–2013,British Columbia,15–19,Female,5529.0,29158.0,5.3
2012–2013,British Columbia,15–19,Male,4050.0,23933.0,5.9
2012–2013,British Columbia,20–24,All,14789.0,69276.0,4.7
2012–2013,British Columbia,20–24,Female,10223.0,36333.0,3.6
2012–2013,British Columbia,20–24,Male,4566.0,32942.0,7.2
2012–2013,British Columbia,25–29,All,23123.0,90087.0,3.9
2012–2013,British Columbia,25–29,Female,18443.0,59063.0,3.2
2012–2013,British Columbia,25–29,Male,4680.0,31020.0,6.6
2012–2013,British Columbia,30–34,All,27301.0,104293.0,3.8
2012–2013,British Columbia,30–34,Female,22617.0,73503.0,3.2
2012–2013,British Columbia,30–34,Male,4684.0,30772.0,6.6
2012–2013,British Columbia,35–39,All,19960.0,86023.0,4.3
2012–2013,British Columbia,35–39,Female,15083.0,53777.0,3.6
2012–2013,British Columbia,35–39,Male,4877.0,32203.0,6.6
